Year,Units,Жасы,Дағдылардың түрлері,Өңірлер,Value
2016,пайыз,15 жастан асқан және одан жоғары,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",Қызылорда,11.4
2017,пайыз,15 жастан асқан және одан жоғары,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",Қызылорда,14.3
2018,пайыз,15 жастан асқан және одан жоғары,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",Қызылорда,13.8
2015,пайыз,15 жастан асқан және одан жоғары,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,Қызылорда,16.5
2016,пайыз,15 жастан асқан және одан жоғары,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,Қызылорда,17.9
2017,пайыз,15 жастан асқан және одан жоғары,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,Қызылорда,15.8
2018,пайыз,15 жастан асқан және одан жоғары,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,Қызылорда,11.9
2015,пайыз,15 жастан асқан және одан жоғары,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,Қызылорда,3.8
2016,пайыз,15 жастан асқан және одан жоғары,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,Қызылорда,5.2
2017,пайыз,15 жастан асқан және одан жоғары,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,Қызылорда,4.9
2018,пайыз,15 жастан асқан және одан жоғары,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,Қызылорда,6.8
2015,пайыз,15 жастан асқан және одан жоғары,Файлды немесе  папканы көшіру немесе жіберу,Маңғыстау,16.2
2016,пайыз,15 жастан асқан және одан жоғары,Файлды немесе  папканы көшіру немесе жіберу,Маңғыстау,32.0
2017,пайыз,15 жастан асқан және одан жоғары,Файлды немесе  папканы көшіру немесе жіберу,Маңғыстау,8.9
2018,пайыз,15 жастан асқан және одан жоғары,Файлды немесе  папканы көшіру немесе жіберу,Маңғыстау,17.4
2015,пайыз,15 жастан асқан және одан жоғары,Құжаттың көшірмесін алу немесе құжаттағы  ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,Маңғыстау,11.3
2016,пайыз,15 жастан асқан және одан жоғары,Құжаттың көшірмесін алу немесе құжаттағы  ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,Маңғыстау,3.4
2017,пайыз,15 жастан асқан және одан жоғары,Құжаттың көшірмесін алу немесе құжаттағы  ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,Маңғыстау,3.9
2018,пайыз,15 жастан асқан және одан жоғары,Құжаттың көшірмесін алу немесе құжаттағы  ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,Маңғыстау,8.6
2015,пайыз,15 жастан асқан және одан жоғары,"Отправка электронной почты с вложенными файлами (документ, фотография,видео)",Маңғыстау,54.7
2016,пайыз,15 жастан асқан және одан жоғары,"Отправка электронной почты с вложенными файлами (документ, фотография,видео)",Маңғыстау,50.1
2017,пайыз,15 жастан асқан және одан жоғары,"Отправка электронной почты с вложенными файлами (документ, фотография,видео)",Маңғыстау,51.3
2018,пайыз,15 жастан асқан және одан жоғары,"Отправка электронной почты с вложенными файлами (документ, фотография,видео)",Маңғыстау,59.0
2015,пайыз,15 жастан асқан және одан жоғары,Работа в редакторе электронных таблицах Excel (использование базовых арифметических формул в таблицах),Маңғыстау,31.9
2016,пайыз,15 жастан асқан және одан жоғары,Работа в редакторе электронных таблицах Excel (использование базовых арифметических формул в таблицах),Маңғыстау,32.0
2017,пайыз,15 жастан асқан және одан жоғары,Работа в редакторе электронных таблицах Excel (использование базовых арифметических формул в таблицах),Маңғыстау,25.7
2018,пайыз,15 жастан асқан және одан жоғары,Работа в редакторе электронных таблицах Excel (использование базовых арифметических формул в таблицах),Маңғыстау,40.1
2015,пайыз,15 жастан асқан және одан жоғары,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",Маңғыстау,7.1
2016,пайыз,15 жастан асқан және одан жоғары,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",Маңғыстау,4.7
2017,пайыз,15 жастан асқан және одан жоғары,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",Маңғыстау,11.4
2018,пайыз,15 жастан асқан және одан жоғары,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",Маңғыстау,9.1
2015,пайыз,15 жастан асқан және одан жоғары,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",Маңғыстау,23.4
2016,пайыз,15 жастан асқан және одан жоғары,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",Маңғыстау,9.1
2017,пайыз,15 жастан асқан және одан жоғары,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",Маңғыстау,12.3
2018,пайыз,15 жастан асқан және одан жоғары,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",Маңғыстау,29.9
2015,пайыз,15 жастан асқан және одан жоғары,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",Маңғыстау,14.6
2016,пайыз,15 жастан асқан және одан жоғары,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",Маңғыстау,6.6
2017,пайыз,15 жастан асқан және одан жоғары,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",Маңғыстау,22.6
2018,пайыз,15 жастан асқан және одан жоғары,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",Маңғыстау,19.8
2015,пайыз,15 жастан асқан және одан жоғары,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,Маңғыстау,12.0
2016,пайыз,15 жастан асқан және одан жоғары,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,Маңғыстау,9.9
2017,пайыз,15 жастан асқан және одан жоғары,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,Маңғыстау,5.8
2018,пайыз,15 жастан асқан және одан жоғары,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,Маңғыстау,4.2
2015,пайыз,15 жастан асқан және одан жоғары,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,Маңғыстау,2.8
2016,пайыз,15 жастан асқан және одан жоғары,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,Маңғыстау,2.2
2017,пайыз,15 жастан асқан және одан жоғары,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,Маңғыстау,4.2
2018,пайыз,15 жастан асқан және одан жоғары,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,Маңғыстау,3.9
2015,пайыз,15 жастан асқан және одан жоғары,Файлды немесе  папканы көшіру немесе жіберу,Павлодар,22.5
2016,пайыз,15 жастан асқан және одан жоғары,Файлды немесе  папканы көшіру немесе жіберу,Павлодар,26.9
2017,пайыз,15 жастан асқан және одан жоғары,Файлды немесе  папканы көшіру немесе жіберу,Павлодар,26.2
2018,пайыз,15 жастан асқан және одан жоғары,Файлды немесе  папканы көшіру немесе жіберу,Павлодар,34.1
2015,пайыз,15 жастан асқан және одан жоғары,Құжаттың көшірмесін алу немесе құжаттағы  ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,Павлодар,20.8
2016,пайыз,15 жастан асқан және одан жоғары,Құжаттың көшірмесін алу немесе құжаттағы  ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,Павлодар,20.4
2017,пайыз,15 жастан асқан және одан жоғары,Құжаттың көшірмесін алу немесе құжаттағы  ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,Павлодар,25.0
2018,пайыз,15 жастан асқан және одан жоғары,Құжаттың көшірмесін алу немесе құжаттағы  ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,Павлодар,26.7
2015,пайыз,15 жастан асқан және одан жоғары,"Отправка электронной почты с вложенными файлами (документ, фотография,видео)",Павлодар,41.4
2016,пайыз,15 жастан асқан және одан жоғары,"Отправка электронной почты с вложенными файлами (документ, фотография,видео)",Павлодар,52.3
2017,пайыз,15 жастан асқан және одан жоғары,"Отправка электронной почты с вложенными файлами (документ, фотография,видео)",Павлодар,44.8
2018,пайыз,15 жастан асқан және одан жоғары,"Отправка электронной почты с вложенными файлами (документ, фотография,видео)",Павлодар,47.6
2015,пайыз,15 жастан асқан және одан жоғары,Работа в редакторе электронных таблицах Excel (использование базовых арифметических формул в таблицах),Павлодар,35.4
2016,пайыз,15 жастан асқан және одан жоғары,Работа в редакторе электронных таблицах Excel (использование базовых арифметических формул в таблицах),Павлодар,22.8
2017,пайыз,15 жастан асқан және одан жоғары,Работа в редакторе электронных таблицах Excel (использование базовых арифметических формул в таблицах),Павлодар,23.2
2018,пайыз,15 жастан асқан және одан жоғары,Работа в редакторе электронных таблицах Excel (использование базовых арифметических формул в таблицах),Павлодар,30.7
2015,пайыз,15 жастан асқан және одан жоғары,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",Павлодар,11.2
2016,пайыз,15 жастан асқан және одан жоғары,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",Павлодар,9.8
2017,пайыз,15 жастан асқан және одан жоғары,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",Павлодар,9.8
2018,пайыз,15 жастан асқан және одан жоғары,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",Павлодар,8.8
2015,пайыз,15 жастан асқан және одан жоғары,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",Павлодар,8.9
2016,пайыз,15 жастан асқан және одан жоғары,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",Павлодар,11.5
2017,пайыз,15 жастан асқан және одан жоғары,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",Павлодар,7.9
2018,пайыз,15 жастан асқан және одан жоғары,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",Павлодар,13.6
2015,пайыз,15 жастан асқан және одан жоғары,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",Павлодар,19.4
2016,пайыз,15 жастан асқан және одан жоғары,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",Павлодар,9.5
2017,пайыз,15 жастан асқан және одан жоғары,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",Павлодар,12.1
2018,пайыз,15 жастан асқан және одан жоғары,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",Павлодар,15.1
2015,пайыз,15 жастан асқан және одан жоғары,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,Павлодар,37.7
2016,пайыз,15 жастан асқан және одан жоғары,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,Павлодар,18.0
2017,пайыз,15 жастан асқан және одан жоғары,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,Павлодар,27.3
2018,пайыз,15 жастан асқан және одан жоғары,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,Павлодар,30.8
2015,пайыз,15 жастан асқан және одан жоғары,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,Павлодар,4.4
2016,пайыз,15 жастан асқан және одан жоғары,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,Павлодар,3.1
2017,пайыз,15 жастан асқан және одан жоғары,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,Павлодар,1.4
2018,пайыз,15 жастан асқан және одан жоғары,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,Павлодар,3.7
2015,пайыз,15 жастан асқан және одан жоғары,Файлды немесе  папканы көшіру немесе жіберу,Солтүстік Қазақстан,33.8
2016,пайыз,15 жастан асқан және одан жоғары,Файлды немесе  папканы көшіру немесе жіберу,Солтүстік Қазақстан,36.4
2017,пайыз,15 жастан асқан және одан жоғары,Файлды немесе  папканы көшіру немесе жіберу,Солтүстік Қазақстан,47.9
2018,пайыз,15 жастан асқан және одан жоғары,Файлды немесе  папканы көшіру немесе жіберу,Солтүстік Қазақстан,48.7
2015,пайыз,15 жастан асқан және одан жоғары,Құжаттың көшірмесін алу немесе құжаттағы  ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,Солтүстік Қазақстан,16.8
2016,пайыз,15 жастан асқан және одан жоғары,Құжаттың көшірмесін алу немесе құжаттағы  ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,Солтүстік Қазақстан,19.5
2017,пайыз,15 жастан асқан және одан жоғары,Құжаттың көшірмесін алу немесе құжаттағы  ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,Солтүстік Қазақстан,19.2
2018,пайыз,15 жастан асқан және одан жоғары,Құжаттың көшірмесін алу немесе құжаттағы  ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,Солтүстік Қазақстан,31.2
2015,пайыз,15 жастан асқан және одан жоғары,"Отправка электронной почты с вложенными файлами (документ, фотография,видео)",Солтүстік Қазақстан,41.2
2016,пайыз,15 жастан асқан және одан жоғары,"Отправка электронной почты с вложенными файлами (документ, фотография,видео)",Солтүстік Қазақстан,53.5
2017,пайыз,15 жастан асқан және одан жоғары,"Отправка электронной почты с вложенными файлами (документ, фотография,видео)",Солтүстік Қазақстан,50.2
2018,пайыз,15 жастан асқан және одан жоғары,"Отправка электронной почты с вложенными файлами (документ, фотография,видео)",Солтүстік Қазақстан,51.1
2015,пайыз,15 жастан асқан және одан жоғары,Работа в редакторе электронных таблицах Excel (использование базовых арифметических формул в таблицах),Солтүстік Қазақстан,35.2
2016,пайыз,15 жастан асқан және одан жоғары,Работа в редакторе электронных таблицах Excel (использование базовых арифметических формул в таблицах),Солтүстік Қазақстан,36.7
2017,пайыз,15 жастан асқан және одан жоғары,Работа в редакторе электронных таблицах Excel (использование базовых арифметических формул в таблицах),Солтүстік Қазақстан,34.8
2018,пайыз,15 жастан асқан және одан жоғары,Работа в редакторе электронных таблицах Excel (использование базовых арифметических формул в таблицах),Солтүстік Қазақстан,48.4
2015,пайыз,15 жастан асқан және одан жоғары,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",Солтүстік Қазақстан,16.8
2016,пайыз,15 жастан асқан және одан жоғары,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",Солтүстік Қазақстан,16.2
2017,пайыз,15 жастан асқан және одан жоғары,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",Солтүстік Қазақстан,11.8
2018,пайыз,15 жастан асқан және одан жоғары,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",Солтүстік Қазақстан,12.7
2015,пайыз,15 жастан асқан және одан жоғары,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",Солтүстік Қазақстан,9.0
2016,пайыз,15 жастан асқан және одан жоғары,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",Солтүстік Қазақстан,6.2
2017,пайыз,15 жастан асқан және одан жоғары,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",Солтүстік Қазақстан,11.8
2018,пайыз,15 жастан асқан және одан жоғары,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",Солтүстік Қазақстан,12.6
2015,пайыз,15 жастан асқан және одан жоғары,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",Солтүстік Қазақстан,17.1
2016,пайыз,15 жастан асқан және одан жоғары,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",Солтүстік Қазақстан,14.5
2017,пайыз,15 жастан асқан және одан жоғары,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",Солтүстік Қазақстан,16.8
2018,пайыз,15 жастан асқан және одан жоғары,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",Солтүстік Қазақстан,21.4
2015,пайыз,15 жастан асқан және одан жоғары,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,Солтүстік Қазақстан,22.8
2016,пайыз,15 жастан асқан және одан жоғары,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,Солтүстік Қазақстан,31.0
2017,пайыз,15 жастан асқан және одан жоғары,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,Солтүстік Қазақстан,31.3
2018,пайыз,15 жастан асқан және одан жоғары,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,Солтүстік Қазақстан,36.3
2015,пайыз,15 жастан асқан және одан жоғары,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,Солтүстік Қазақстан,1.8
2016,пайыз,15 жастан асқан және одан жоғары,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,Солтүстік Қазақстан,1.0
2017,пайыз,15 жастан асқан және одан жоғары,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,Солтүстік Қазақстан,1.8
2018,пайыз,15 жастан асқан және одан жоғары,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,Солтүстік Қазақстан,1.8
2015,пайыз,15 жастан асқан және одан жоғары,Файлды немесе  папканы көшіру немесе жіберу,Түркістан,36.8
2016,пайыз,15 жастан асқан және одан жоғары,Файлды немесе  папканы көшіру немесе жіберу,Түркістан,35.8
2017,пайыз,15 жастан асқан және одан жоғары,Файлды немесе  папканы көшіру немесе жіберу,Түркістан,42.9
2018,пайыз,15 жастан асқан және одан жоғары,Файлды немесе  папканы көшіру немесе жіберу,Түркістан,43.0
2015,пайыз,15 жастан асқан және одан жоғары,Құжаттың көшірмесін алу немесе құжаттағы  ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,Түркістан,9.3
2016,пайыз,15 жастан асқан және одан жоғары,Құжаттың көшірмесін алу немесе құжаттағы  ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,Түркістан,7.8
2017,пайыз,15 жастан асқан және одан жоғары,Құжаттың көшірмесін алу немесе құжаттағы  ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,Түркістан,9.8
2018,пайыз,15 жастан асқан және одан жоғары,Құжаттың көшірмесін алу немесе құжаттағы  ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,Түркістан,19.4
2015,пайыз,15 жастан асқан және одан жоғары,"Отправка электронной почты с вложенными файлами (документ, фотография,видео)",Түркістан,29.5
2016,пайыз,15 жастан асқан және одан жоғары,"Отправка электронной почты с вложенными файлами (документ, фотография,видео)",Түркістан,33.6
2017,пайыз,15 жастан асқан және одан жоғары,"Отправка электронной почты с вложенными файлами (документ, фотография,видео)",Түркістан,41.1
2018,пайыз,15 жастан асқан және одан жоғары,"Отправка электронной почты с вложенными файлами (документ, фотография,видео)",Түркістан,47.7
2015,пайыз,15 жастан асқан және одан жоғары,Работа в редакторе электронных таблицах Excel (использование базовых арифметических формул в таблицах),Түркістан,29.6
2016,пайыз,15 жастан асқан және одан жоғары,Работа в редакторе электронных таблицах Excel (использование базовых арифметических формул в таблицах),Түркістан,32.1
2017,пайыз,15 жастан асқан және одан жоғары,Работа в редакторе электронных таблицах Excel (использование базовых арифметических формул в таблицах),Түркістан,45.8
2018,пайыз,15 жастан асқан және одан жоғары,Работа в редакторе электронных таблицах Excel (использование базовых арифметических формул в таблицах),Түркістан,43.5
2015,пайыз,15 жастан асқан және одан жоғары,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",Түркістан,9.2
2016,пайыз,15 жастан асқан және одан жоғары,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",Түркістан,12.8
2017,пайыз,15 жастан асқан және одан жоғары,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",Түркістан,18.2
2018,пайыз,15 жастан асқан және одан жоғары,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",Түркістан,17.3
2015,пайыз,15 жастан асқан және одан жоғары,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",Түркістан,10.4
2016,пайыз,15 жастан асқан және одан жоғары,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",Түркістан,6.5
2017,пайыз,15 жастан асқан және одан жоғары,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",Түркістан,17.1
2018,пайыз,15 жастан асқан және одан жоғары,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",Түркістан,17.2
2015,пайыз,15 жастан асқан және одан жоғары,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",Түркістан,12.5
2016,пайыз,15 жастан асқан және одан жоғары,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",Түркістан,16.2
2017,пайыз,15 жастан асқан және одан жоғары,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",Түркістан,26.6
2018,пайыз,15 жастан асқан және одан жоғары,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",Түркістан,20.0
2015,пайыз,15 жастан асқан және одан жоғары,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,Түркістан,10.7
2016,пайыз,15 жастан асқан және одан жоғары,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,Түркістан,16.9
2017,пайыз,15 жастан асқан және одан жоғары,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,Түркістан,21.2
2018,пайыз,15 жастан асқан және одан жоғары,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,Түркістан,23.3
2015,пайыз,15 жастан асқан және одан жоғары,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,Түркістан,1.5
2016,пайыз,15 жастан асқан және одан жоғары,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,Түркістан,1.6
2017,пайыз,15 жастан асқан және одан жоғары,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,Түркістан,5.6
2018,пайыз,15 жастан асқан және одан жоғары,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,Түркістан,7.0
2015,пайыз,15 жастан асқан және одан жоғары,Файлды немесе  папканы көшіру немесе жіберу,Шығыс Қазақстан,22.7
2016,пайыз,15 жастан асқан және одан жоғары,Файлды немесе  папканы көшіру немесе жіберу,Шығыс Қазақстан,25.0
2017,пайыз,15 жастан асқан және одан жоғары,Файлды немесе  папканы көшіру немесе жіберу,Шығыс Қазақстан,17.8
2018,пайыз,15 жастан асқан және одан жоғары,Файлды немесе  папканы көшіру немесе жіберу,Шығыс Қазақстан,15.9
2015,пайыз,15 жастан асқан және одан жоғары,Құжаттың көшірмесін алу немесе құжаттағы  ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,Шығыс Қазақстан,17.1
2016,пайыз,15 жастан асқан және одан жоғары,Құжаттың көшірмесін алу немесе құжаттағы  ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,Шығыс Қазақстан,9.0
2017,пайыз,15 жастан асқан және одан жоғары,Құжаттың көшірмесін алу немесе құжаттағы  ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,Шығыс Қазақстан,8.2
2018,пайыз,15 жастан асқан және одан жоғары,Құжаттың көшірмесін алу немесе құжаттағы  ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,Шығыс Қазақстан,6.8
2015,пайыз,15 жастан асқан және одан жоғары,"Отправка электронной почты с вложенными файлами (документ, фотография,видео)",Шығыс Қазақстан,48.5
2016,пайыз,15 жастан асқан және одан жоғары,"Отправка электронной почты с вложенными файлами (документ, фотография,видео)",Шығыс Қазақстан,42.6
2017,пайыз,15 жастан асқан және одан жоғары,"Отправка электронной почты с вложенными файлами (документ, фотография,видео)",Шығыс Қазақстан,49.3
2018,пайыз,15 жастан асқан және одан жоғары,"Отправка электронной почты с вложенными файлами (документ, фотография,видео)",Шығыс Қазақстан,49.0
2015,пайыз,15 жастан асқан және одан жоғары,Работа в редакторе электронных таблицах Excel (использование базовых арифметических формул в таблицах),Шығыс Қазақстан,39.4
2016,пайыз,15 жастан асқан және одан жоғары,Работа в редакторе электронных таблицах Excel (использование базовых арифметических формул в таблицах),Шығыс Қазақстан,43.2
2017,пайыз,15 жастан асқан және одан жоғары,Работа в редакторе электронных таблицах Excel (использование базовых арифметических формул в таблицах),Шығыс Қазақстан,30.8
2018,пайыз,15 жастан асқан және одан жоғары,Работа в редакторе электронных таблицах Excel (использование базовых арифметических формул в таблицах),Шығыс Қазақстан,34.4
2015,пайыз,15 жастан асқан және одан жоғары,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",Шығыс Қазақстан,5.9
2016,пайыз,15 жастан асқан және одан жоғары,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",Шығыс Қазақстан,6.6
2017,пайыз,15 жастан асқан және одан жоғары,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",Шығыс Қазақстан,20.6
2018,пайыз,15 жастан асқан және одан жоғары,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",Шығыс Қазақстан,18.2
